Year,Crop_Code,CSBACRES,Crop_Name
2009,227,4.114497095151645,Other (227)
2009,229,657.2681266615941,Other (229)
2009,242,3.956162875508515,Other (242)
2009,243,9579.90258305503,Other (243)
2009,244,24.65412863317755,Other (244)
2010,1,1314449.074690112,Corn
2010,4,495.82074085915247,Sorghum
2010,5,319860.6235783032,Soybeans
2010,6,346.0188562515096,Other (6)
2010,12,16653.623389248456,Other (12)
2010,21,2091.9855669425488,Barley
2010,23,540.8329246624002,Spring Wheat
2010,24,96857.48132456961,Winter Wheat
2010,27,4780.962934846149,Other (27)
2010,28,40520.37945411768,Other (28)
2010,29,25.48844753809237,Other (29)
2010,30,1042.8975902751367,Other (30)
2010,36,526665.1448447659,Alfalfa
2010,37,2170052.7257897644,Other Hay
2010,41,1031.1574898033693,Other (41)
2010,42,32203.07833839978,Other (42)
2010,43,12584.920333347034,Other (43)
2010,44,1058.736178711138,Other (44)
2010,47,524.4270933104659,Other (47)
2010,49,10924.42276596069,Other (49)
2010,53,11380.859321482965,Other (53)
2010,54,70.7974207186352,Other (54)
2010,57,77.35777047193531,Other (57)
2010,58,3566.6276694952217,Other (58)
2010,59,5413.570890962904,Sod/Grass Seed
2010,60,6.815054833019067,Other (60)
2010,61,44333.33885370944,Fallow
2010,66,474.079035302467,Other (66)
2010,67,23.6625063605252,Other (67)
2010,68,30436.257689411166,Other (68)
2010,69,27231.97796108551,Other (69)
2010,70,50.868253948454,Other (70)
2010,71,23.607488890231878,Other (71)
2010,111,3932.2152652802456,Other (111)
2010,121,6472.120212989773,Developed
2010,122,727.7928161331685,Other (122)
2010,123,103.8224245050573,Other (123)
2010,124,19.97729106198871,Other (124)
2010,131,4871.83429873278,Other (131)
2010,141,31876.1288948057,Forest
2010,142,1350.1764373210322,Other (142)
2010,143,236.0276420088577,Other (143)
2010,152,33836.34343516196,Other (152)
2010,176,108326.96944907818,Grass/Pasture
2010,190,3108.34468649889,Other (190)
2010,195,4821.899378801994,Other (195)
2010,205,1197.340123055463,Other (205)
2010,206,590.9146110533901,Other (206)
2010,210,6.26699444032452,Other (210)
2010,214,32.35374040290114,Other (214)
2010,221,90.20766271461369,Other (221)
2010,222,1256.150322346233,Other (222)
2010,225,48.965185812111834,Other (225)
2010,227,114.60789312429708,Other (227)
2010,229,797.907636572766,Other (229)
2010,242,50.12460776763636,Other (242)
2010,243,9168.593512775964,Other (243)
2010,250,2.6317271406427083,Other (250)
2011,1,1416252.114236829,Corn
2011,4,238.24376843048555,Sorghum
2011,5,297488.0407280672,Soybeans
2011,6,205.15931634013467,Other (6)
2011,12,11170.25369545216,Other (12)
2011,21,1967.8082112875459,Barley
2011,23,297.45908005415953,Spring Wheat
2011,24,123609.68645084804,Winter Wheat
2011,26,7.3632312067056445,Other (26)
2011,27,4465.560816094826,Other (27)
2011,28,17685.19369843349,Other (28)
2011,30,537.8089601023945,Other (30)
2011,36,484047.2851801463,Alfalfa
2011,37,1983561.3350515454,Other Hay
2011,41,1396.8862315949045,Other (41)
2011,42,23197.08884014572,Other (42)
2011,43,12662.695398433361,Other (43)
2011,44,1397.8869471867167,Other (44)
2011,47,231.16088689077606,Other (47)
2011,49,8584.551213364803,Other (49)
2011,53,3400.8240661308096,Other (53)
2011,54,8.692411318772233,Other (54)
2011,57,20.732444763086917,Other (57)
2011,58,2809.251886371244,Other (58)
2011,59,1155.4289280092958,Sod/Grass Seed
2011,61,66116.64634859,Fallow
2011,66,593.9797393691131,Other (66)
2011,67,42.95580576583868,Other (67)
2011,68,37770.930094006784,Other (68)
2011,69,32607.10609811745,Other (69)
2011,70,417.1941857909856,Other (70)
2011,71,9.034428631274691,Other (71)
2011,111,5180.0992551430345,Other (111)
2011,121,7802.434534264586,Developed
2011,122,1223.7160093494906,Other (122)
2011,123,340.23916439767345,Other (123)
2011,124,205.02023917121676,Other (124)
2011,131,8936.579399960685,Other (131)
2011,141,41729.942662844696,Forest
2011,142,1289.1509042003986,Other (142)
2011,143,193.70217938771066,Other (143)
2011,152,52005.53221771014,Other (152)
2011,176,211214.8545582574,Grass/Pasture
2011,190,5231.721525026743,Other (190)
2011,195,6987.567930876292,Other (195)
2011,205,829.649091856262,Other (205)
2011,206,861.9972196749717,Other (206)
2011,210,29.866505388432508,Other (210)
2011,218,7.822243887959051,Other (218)
2011,220,10.746566659210707,Other (220)
2011,221,3.029959203113035,Other (221)
2011,222,1910.165175885893,Other (222)
2011,224,574.9748882408957,Other (224)
2011,225,119.30452189568754,Other (225)
2011,229,284.0473615126724,Other (229)
2011,240,3.8283959542211843,Other (240)
2011,242,51.558548506972926,Other (242)
2011,243,7843.236300797047,Other (243)
2011,247,3.3215305319144903,Other (247)
2011,250,8.87122814268716,Other (250)
2012,1,1517845.368715471,Corn
2012,4,426.6003815747239,Sorghum
2012,5,311809.83995621663,Soybeans
2012,6,297.7260180719904,Other (6)
2012,12,11981.771126039004,Other (12)
2012,21,1370.0787899465943,Barley
2012,23,154.0465090295755,Spring Wheat
2012,24,100115.00385397088,Winter Wheat
2012,25,13.82153851683305,Other (25)
2012,26,121.69893527268762,Other (26)
2012,27,3964.9876663237897,Other (27)
2012,28,37515.31984863559,Other (28)
2012,29,27.042371323810226,Other (29)
2012,30,415.6493409823145,Other (30)
2012,36,476420.8806831945,Alfalfa
2012,37,1952173.5091082936,Other Hay
2012,39,326.1382372797681,Other (39)
2012,41,270.90085916107773,Other (41)
2012,42,25254.64373369605,Other (42)
2012,43,10431.138074168619,Other (43)
2012,44,1263.8819436673566,Other (44)
2012,47,16.444049488994555,Other (47)
2012,49,9281.650337082738,Other (49)
2012,50,793.8922386753923,Other (50)
2012,53,7253.56548032027,Other (53)
2012,54,31.112822678080462,Other (54)
2012,55,3.8083644158771857,Other (55)
2012,57,80.10503272969778,Other (57)
2012,58,2286.6228908601815,Other (58)
2012,59,1021.4763424253861,Sod/Grass Seed
2012,60,4.334697542081254,Other (60)
2012,61,42365.514229683926,Fallow
2012,66,196.9445419552871,Other (66)
2012,67,71.14375862371698,Other (67)
2012,68,38517.57220172687,Other (68)
2012,69,25364.228356338223,Other (69)
2012,70,248.28374087619517,Other (70)
2012,77,10.64763018413301,Other (77)
2012,111,5619.377020143207,Other (111)
2012,121,7331.479243126416,Developed
2012,122,1311.7645505203577,Other (122)
2012,123,330.91197869488406,Other (123)
2012,124,215.600688524849,Other (124)
2012,131,11124.181334728326,Other (131)
2012,141,33564.57961010014,Forest
2012,142,1005.1473694554353,Other (142)
2012,143,546.1060857075181,Other (143)
2012,152,63081.643289319545,Other (152)
2012,176,161929.06647501347,Grass/Pasture
2012,190,3572.2464807780852,Other (190)
2012,195,6016.225185520931,Other (195)
2012,205,1458.2946468632908,Other (205)
2012,206,109.42019971095102,Other (206)
2012,214,53.676764357096076,Other (214)
2012,216,11.558264840221625,Other (216)
2012,218,173.559080697252,Other (218)
2012,220,7.198580731111209,Other (220)
2012,221,3.4846936760122897,Other (221)
2012,222,2127.657532954319,Other (222)
2012,225,56.79172751805597,Other (225)
2012,226,13.258118450412942,Other (226)
2012,227,10.977457242563645,Other (227)
2012,229,564.2368569948934,Other (229)
2012,236,101.40994550005385,Other (236)
2012,242,42.44285362937819,Other (242)
2012,243,8709.648056804706,Other (243)
2013,1,1376259.1577282918,Corn
2013,4,1326.2668374124958,Sorghum
2013,5,300519.18059592176,Soybeans
2013,6,539.8017080142142,Other (6)
2013,12,11214.519958312525,Other (12)
2013,13,8.215326083060425,Other (13)
2013,21,2329.6152542296627,Barley
2013,23,183.27515687358996,Spring Wheat
2013,24,112464.97238804797,Winter Wheat
2013,26,174.6627458234809,Other (26)
2013,27,4231.409903182292,Other (27)
2013,28,25512.004198333445,Other (28)
2013,29,17.409722833832497,Other (29)
2013,30,669.7570405578242,Other (30)
2013,35,6.308286586266915,Other (35)
2013,36,483918.8764349032,Alfalfa
2013,37,1172973.7631418058,Other Hay
2013,39,316.8105503444468,Other (39)
2013,41,1262.8567746927438,Other (41)
2013,42,24804.758839031074,Other (42)
2013,43,14307.972978287717,Other (43)
2013,44,979.5227626588423,Other (44)
2013,47,12.826263617144644,Other (47)
2013,49,9625.679876175758,Other (49)
2013,50,752.7707321028666,Other (50)
2013,53,7863.692135947383,Other (53)
2013,54,100.56994885214563,Other (54)
2013,55,32.58302229938377,Other (55)
2013,56,3.58384022806512,Other (56)
2013,57,25.042697972625575,Other (57)
2013,58,4073.5929366587065,Other (58)
2013,59,1184.349410192603,Sod/Grass Seed
2013,61,28547.184635692014,Fallow
2013,66,229.54154901850768,Other (66)
2013,67,84.23932128087455,Other (67)
2013,68,20250.7066148845,Other (68)
2013,69,22776.45630278853,Other (69)
2013,70,189.71296066731884,Other (70)
2013,77,12.515849930416344,Other (77)
2013,111,3778.686836042176,Other (111)
2013,121,7467.577109064643,Developed
2013,122,1044.5878897723098,Other (122)
2013,123,263.05550827134175,Other (123)
2013,124,224.53629733828933,Other (124)
2013,131,3680.005581474875,Other (131)
2013,141,17229.961804827468,Forest
2013,142,774.2130410709528,Other (142)
2013,143,150.5425937348909,Other (143)
2013,152,5310.13724601268,Other (152)
2013,176,1195934.9564759692,Grass/Pasture
2013,190,3034.0645476079176,Other (190)
2013,195,5701.4645375658065,Other (195)
2013,205,1283.4116106651657,Other (205)
2013,206,522.0505936021666,Other (206)
2013,207,115.95552673065417,Other (207)
2013,214,66.42278398266838,Other (214)
2013,216,43.70511861853354,Other (216)
2013,218,9.54951060333194,Other (218)
2013,220,5.738902914997058,Other (220)
2013,221,26.80745638685509,Other (221)
2013,222,1969.070234569556,Other (222)
2013,225,692.8199638054566,Other (225)
2013,226,16.625110250248007,Other (226)
2013,229,564.4952611688759,Other (229)
2013,236,28.102712114585128,Other (236)
2013,237,20.282752608701767,Other (237)
2013,240,3.242816583166137,Other (240)
2013,241,64.89931999762382,Other (241)
2013,242,48.74801142698211,Other (242)
2013,243,8913.519052151609,Other (243)
2013,244,31.314418163564874,Other (244)
2013,245,5.3321608946950105,Other (245)
2013,247,23.083852882731335,Other (247)
2013,254,4.205428635513099,Other (254)
2014,1,1292484.0260602545,Corn
2014,4,1405.7587696795283,Sorghum
2014,5,381374.34082190396,Soybeans
2014,6,660.2546889534175,Other (6)
2014,12,8285.311083231842,Other (12)
2014,21,1881.153220448304,Barley
2014,23,645.0829523131504,Spring Wheat
2014,24,104659.36896492857,Winter Wheat
2014,26,457.30921442453973,Other (26)
2014,27,5027.749552785458,Other (27)
2014,28,18743.35191254153,Other (28)
2014,29,39.84891999816355,Other (29)
2014,30,687.7123368056796,Other (30)
2014,32,7.143217334689208,Other (32)
2014,36,519948.5827463648,Alfalfa
2014,37,1222534.7058978614,Other Hay
2014,39,473.0796755766592,Other (39)
2014,41,979.7732737937896,Other (41)
2014,42,24762.415889576663,Other (42)
2014,43,14501.55970202563,Other (43)
2014,44,746.5271922969931,Other (44)
2014,47,24.748642184370386,Other (47)
2014,48,56.997826528761394,Other (48)
2014,49,8763.346447530175,Other (49)
2014,50,2150.8659138211005,Other (50)
2014,53,6409.977675719155,Other (53)
2014,54,241.66314134975423,Other (54)
2014,55,100.87164381072846,Other (55)
2014,56,3.58384022806512,Other (56)
2014,57,51.427757588773666,Other (57)
2014,58,5472.237864786188,Other (58)
2014,59,1557.394919683366,Sod/Grass Seed
2014,61,36734.5619614867,Fallow
2014,66,165.17197322136442,Other (66)
2014,67,67.23317809588396,Other (67)
2014,68,21272.799579633545,Other (68)
2014,69,25043.777860817918,Other (69)
2014,70,94.07123897473441,Other (70)
2014,71,27.29165173166947,Other (71)
2014,111,2818.927834110753,Other (111)
2014,121,19301.864276687138,Developed
2014,122,2459.3666944176725,Other (122)
2014,123,1788.2171872121216,Other (123)
2014,124,1392.745740047176,Other (124)
2014,131,3908.6882553388205,Other (131)
2014,141,14480.064440263242,Forest
2014,142,889.3905950845506,Other (142)
2014,143,152.53471501743462,Other (143)
2014,152,2620.8246381885124,Other (152)
2014,176,1104259.4359699371,Grass/Pasture
2014,190,4257.078493342538,Other (190)
2014,195,5543.089112809472,Other (195)
2014,205,2750.858098341303,Other (205)
2014,206,655.1220960967873,Other (206)
2014,207,194.35153830261658,Other (207)
2014,214,51.63569352209913,Other (214)
2014,216,67.24632246956374,Other (216)
2014,220,16.921077809612715,Other (220)
2014,221,11.167067871386685,Other (221)
2014,222,2628.330375835605,Other (222)
2014,224,3.018613427944508,Other (224)
2014,225,832.3948456397903,Other (225)
2014,226,77.64607799923559,Other (226)
2014,229,525.7833548585722,Other (229)
2014,237,42.40184051843195,Other (237)
2014,240,30.518441414319437,Other (240)
2014,241,23.51287325716494,Other (241)
2014,242,38.3919138603609,Other (242)
2014,243,8379.07663669785,Other (243)
2014,244,49.253817406161815,Other (244)
2014,246,17.537187083268382,Other (246)
2014,254,28.863462886849685,Other (254)
2015,0,3.937435797773154,Other (0)
2015,1,1321861.7380256578,Corn
2015,4,1247.425194645096,Sorghum
2015,5,353946.7354861713,Soybeans
2015,6,529.5736624932148,Other (6)
2015,12,9141.26956666754,Other (12)
2015,21,2345.1600678622567,Barley
2015,23,207.74685268623264,Spring Wheat
2015,24,117675.24928565697,Winter Wheat
2015,25,21.236335712433114,Other (25)
2015,27,5585.3329756289895,Other (27)
2015,28,32079.72559601642,Other (28)
2015,29,29.204192658539544,Other (29)
2015,30,710.2694428481407,Other (30)
2015,36,620872.6736137244,Alfalfa
2015,37,1369883.9990171418,Other Hay
2015,39,697.481984220527,Other (39)
2015,41,1446.408815734268,Other (41)
2015,42,26756.030199262488,Other (42)
2015,43,13443.187603589995,Other (43)
2015,44,190.37924933795412,Other (44)
2015,47,2.9591667043307415,Other (47)
2015,48,4.03207793943655,Other (48)
2015,49,10063.277663021257,Other (49)
2015,50,1102.3861154007277,Other (50)
2015,53,9691.256339759648,Other (53)
2015,54,21.971353758020527,Other (54)
2015,55,3.0384504185984267,Other (55)
2015,58,5820.472769168467,Other (58)
2015,59,2715.082213410787,Sod/Grass Seed
2015,61,103010.54521195297,Fallow
2015,66,111.5126393226063,Other (66)
2015,67,68.50498012184389,Other (67)
2015,68,34270.7171435901,Other (68)
2015,69,28522.52302549263,Other (69)
2015,70,326.86763092055196,Other (70)
2015,71,61.26597429727812,Other (71)
2015,77,15.263566674748922,Other (77)
2015,111,3496.14089741872,Other (111)
2015,121,18038.330212078487,Developed
2015,122,2049.173045283196,Other (122)
2015,123,1086.2099622661106,Other (123)
2015,124,1017.7614285799647,Other (124)
2015,131,4172.116646522893,Other (131)
2015,141,38661.14595441696,Forest
2015,142,677.4148324632528,Other (142)
2015,143,128.3120695882128,Other (143)
2015,152,5983.681176028017,Other (152)
2015,176,714661.694498175,Grass/Pasture
2015,190,4717.8649280334,Other (190)
2015,195,5304.151266869661,Other (195)
2015,205,1988.3367599289015,Other (205)
2015,206,731.551037538708,Other (206)
2015,208,20.918903247841612,Other (208)
2015,214,31.714093756790856,Other (214)
2015,216,22.66339585412599,Other (216)
2015,218,40.16693413046492,Other (218)
2015,219,4.004327560370357,Other (219)
2015,220,25.297001877438255,Other (220)
2015,221,16.504379108682127,Other (221)
2015,222,2241.902203803028,Other (222)
2015,224,30.056790076170138,Other (224)
2015,225,289.36971211431734,Other (225)
2015,226,98.09901434487466,Other (226)
2015,229,292.0954130777207,Other (229)
2015,242,58.96015589017859,Other (242)
2015,243,8399.630604850865,Other (243)
2015,244,5.990520981576234,Other (244)
2015,246,57.93651706929132,Other (246)
2015,254,3.7028896436276315,Other (254)
2009,1,1345178.050406693,Corn
2009,4,449.08143730680524,Sorghum
2009,5,283271.55384635244,Soybeans
2009,6,667.9087968797087,Other (6)
2009,12,22962.762112702356,Other (12)
2009,21,2138.5837134538433,Barley
2009,23,249.19010193456276,Spring Wheat
2009,24,103342.25421664082,Winter Wheat
2009,27,4493.508255131487,Other (27)
2009,28,48471.65195562919,Other (28)
2009,29,25.33036944961652,Other (29)
2009,30,683.8706178326227,Other (30)
2009,36,530211.3198638647,Alfalfa
2009,37,1083344.8943655142,Other Hay
2009,39,193.66135195539428,Other (39)
2009,41,1937.7746610082886,Other (41)
2009,42,40732.58028492984,Other (42)
2009,43,15708.558365375588,Other (43)
2009,44,604.9012044131473,Other (44)
2009,47,151.51818281867884,Other (47)
2009,49,11564.111232754138,Other (49)
2009,50,936.0943289438316,Other (50)
2009,53,13742.27787830819,Other (53)
2009,54,56.658762389440476,Other (54)
2009,55,10.176224290917915,Other (55)
2009,57,5.383223424547374,Other (57)
2009,58,3431.197894505453,Other (58)
2009,59,5118.567573508789,Sod/Grass Seed
2009,61,45465.712342298146,Fallow
2009,66,115.35474422989023,Other (66)
2009,67,18.327812618665526,Other (67)
2009,68,30791.352823742647,Other (68)
2009,69,23880.87085370455,Other (69)
2009,70,158.30935756463512,Other (70)
2009,71,23.172883424150083,Other (71)
2009,77,12.871275797675453,Other (77)
2009,92,15.361550571791268,Other (92)
2009,111,3078.9945388777846,Other (111)
2009,121,8360.218274757912,Developed
2009,122,797.3789746730984,Other (122)
2009,123,413.93011283100833,Other (123)
2009,124,317.93134889924545,Other (124)
2009,131,1988.5554597589842,Other (131)
2009,141,15322.393577421271,Forest
2009,142,812.7003211734574,Other (142)
2009,143,53.24820299233829,Other (143)
2009,152,2463.9306416356235,Other (152)
2009,176,1163965.69377773,Grass/Pasture
2009,190,1463.1867167165028,Other (190)
2009,195,2750.228421837299,Other (195)
2009,205,973.9155867058053,Other (205)
2009,206,996.1255964829288,Other (206)
2009,207,3.815508366577656,Other (207)
2009,216,55.276939534319105,Other (216)
2009,219,81.59401159265207,Other (219)
2009,220,7.4521621965259826,Other (220)
2009,221,200.84715063634494,Other (221)
2009,222,2125.374056331928,Other (222)
2009,227,8.93773965469252,Other (227)
2009,229,664.2010462294438,Other (229)
2009,242,3.226218685126266,Other (242)
2009,243,9400.060490779597,Other (243)
2009,244,21.62876629073545,Other (244)
2010,1,1292497.2944996401,Corn
2010,4,525.7560297176418,Sorghum
2010,5,316467.669395423,Soybeans
2010,6,417.0844175318891,Other (6)
2010,12,16698.363975404678,Other (12)
2010,21,2046.7272935488818,Barley
2010,23,492.5303380635766,Spring Wheat
2010,24,94712.17502996279,Winter Wheat
2010,27,4608.420362966549,Other (27)
2010,28,40031.923333490275,Other (28)
2010,29,25.444683638331515,Other (29)
2010,30,1079.8572950118994,Other (30)
2010,36,522169.13961282815,Alfalfa
2010,37,2173092.0237964815,Other Hay
2010,41,989.7110003206755,Other (41)
2010,42,31254.04633440813,Other (42)
2010,43,12677.002298373392,Other (43)
2010,44,1065.2851244529986,Other (44)
2010,47,504.141605546329,Other (47)
2010,49,10914.391539948401,Other (49)
2010,53,11348.120678475054,Other (53)
2010,54,64.3987943566037,Other (54)
2010,57,78.54609295460983,Other (57)
2010,58,3528.2881019537363,Other (58)
2010,59,5289.324233897278,Sod/Grass Seed
2010,60,8.292377040370635,Other (60)
2010,61,43480.26130184203,Fallow
2010,66,475.43302447417096,Other (66)
2010,67,34.80066573891891,Other (67)
2010,68,31290.76341684998,Other (68)
2010,69,27267.88276369803,Other (69)
2010,70,16.952408529536587,Other (70)
2010,71,16.431514566669218,Other (71)
2010,111,2975.9488201100344,Other (111)
2010,121,5747.305015814984,Developed
2010,122,758.6874568773923,Other (122)
2010,123,83.69288583257097,Other (123)
2010,124,26.74318785301225,Other (124)
2010,131,3727.2530058978205,Other (131)
2010,141,27436.78007058607,Forest
2010,142,1142.3746182467246,Other (142)
2010,143,254.27935373338715,Other (143)
2010,152,28886.146838072415,Other (152)
2010,176,100562.35318610855,Grass/Pasture
2010,190,2707.384287693629,Other (190)
2010,195,3833.997858112005,Other (195)
2010,205,1128.6543356098482,Other (205)
2010,206,671.2197068929036,Other (206)
2010,210,15.994094117602842,Other (210)
2010,214,28.559408515878356,Other (214)
2010,220,4.041618534660527,Other (220)
2010,221,48.5300373393071,Other (221)
2010,222,1312.4813408152675,Other (222)
2010,225,45.56467993794183,Other (225)
2010,227,127.72950599161675,Other (227)
2010,229,832.8608085951586,Other (229)
2010,242,44.72128227254487,Other (242)
2010,243,8920.999918591335,Other (243)
2010,250,2.81385146591989,Other (250)
2011,0,3.6649624744890943,Other (0)
2011,1,1397486.626690589,Corn
2011,4,217.77399066087213,Sorghum
2011,5,295631.6485265657,Soybeans
2011,6,194.44471557262042,Other (6)
2011,12,10972.519558879545,Other (12)
2011,21,1984.1797496901459,Barley
2011,23,335.2622131633435,Spring Wheat
2011,24,122280.49722681062,Winter Wheat
2011,26,7.36326065971883,Other (26)
2011,27,4434.800416384241,Other (27)
2011,28,17591.011348106924,Other (28)
2011,30,454.0095603552297,Other (30)
2011,36,478492.38957063947,Alfalfa
2011,37,1991592.0808594355,Other Hay
2011,41,1430.6108462645655,Other (41)
2011,42,22914.8476458293,Other (42)
2011,43,12514.618275909075,Other (43)
2011,44,1326.3363175494626,Other (44)
2011,47,209.44193247566193,Other (47)
2011,49,8593.779617800006,Other (49)
2011,53,3499.222500418945,Other (53)
2011,54,7.565681073010833,Other (54)
2011,57,33.260949891316145,Other (57)
2011,58,2684.751938177741,Other (58)
2011,59,1196.0565839492222,Sod/Grass Seed
2011,61,64034.381238423324,Fallow
2011,66,598.5929298991905,Other (66)
2011,67,90.78447613123113,Other (67)
2011,68,38518.32358727928,Other (68)
2011,69,32398.1283880766,Other (69)
2011,70,440.6564272494673,Other (70)
2011,71,16.138665672507468,Other (71)
2011,111,4562.84657765917,Other (111)
2011,121,7647.211522378483,Developed
2011,122,1200.348228858665,Other (122)
2011,123,366.17425644171493,Other (123)
2011,124,201.8336853662881,Other (124)
2011,131,7151.404537742864,Other (131)
2011,141,36220.38801571927,Forest
2011,142,960.9674785170606,Other (142)
2011,143,141.18242218011582,Other (143)
2011,152,46060.25507788988,Other (152)
2011,176,197055.53760486824,Grass/Pasture
2011,190,4484.448794944055,Other (190)
2011,195,5739.579408035489,Other (195)
2011,205,777.7019768887353,Other (205)
2011,206,853.9581210171568,Other (206)
2011,210,53.42776736626034,Other (210)
2011,218,4.577744809781881,Other (218)
2011,220,3.042426278594752,Other (220)
2011,221,3.426754058898075,Other (221)
2011,222,1878.828294763353,Other (222)
2011,224,605.4621897005381,Other (224)
2011,225,117.35132487125094,Other (225)
2011,229,264.29049610347664,Other (229)
2011,240,4.586865354903049,Other (240)
2011,242,50.42066895656569,Other (242)
2011,243,7882.235149666629,Other (243)
2011,247,7.050379125869847,Other (247)
2011,250,11.292093134256383,Other (250)
2012,1,1502341.736796706,Corn
2012,4,382.49277945225134,Sorghum
2012,5,309449.3986782391,Soybeans
2012,6,336.43318155006745,Other (6)
2012,12,11991.416859900683,Other (12)
2012,13,10.948929452698557,Other (13)
2012,21,1560.629932088767,Barley
2012,23,160.8583955982622,Spring Wheat
2012,24,98537.72959285136,Winter Wheat
2012,25,24.548734843882855,Other (25)
2012,26,118.31546150271095,Other (26)
2012,27,3743.7329621437343,Other (27)
2012,28,36936.33116712263,Other (28)
2012,29,27.942684502268303,Other (29)
2012,30,456.3600097548723,Other (30)
2012,36,470110.66510441893,Alfalfa
2012,37,1956400.9850757536,Other Hay
2012,39,282.8499284718926,Other (39)
2012,41,273.2311344782825,Other (41)
2012,42,25177.27542431284,Other (42)
